sampler,steps,guidance,clipscore
euler_a,10,5.0,0.31362863659858703
euler_a,10,7.5,0.3112664419412613
euler_a,10,12.0,0.3101992246508598
euler_a,20,5.0,0.31305612564086915
euler_a,20,7.5,0.31094683945178986
euler_a,20,12.0,0.310762831568718
euler_a,30,5.0,0.31078627407550813
euler_a,30,7.5,0.31038882851600647
euler_a,30,12.0,0.3103141939640045
